translation_id,target,category,event_count
chapman_1616,ATHENA,color_material,8
chapman_1616,ATHENA,luminosity,2
chapman_1616,ATHENA,moral_evaluation,24
chapman_1616,ATHENA,scale_intensity,30
chapman_1616,ATHENA,social_status,4
chapman_1616,BLOOD,cognitive_evaluation,2
chapman_1616,BLOOD,color_hue,5
chapman_1616,BLOOD,moral_evaluation,6
chapman_1616,BLOOD,scale_intensity,2
chapman_1616,BOW,behavior_disposition,2
chapman_1616,BOW,cognitive_evaluation,3
chapman_1616,BOW,color_material,3
chapman_1616,BOW,moral_evaluation,2
chapman_1616,BOW,scale_intensity,2
chapman_1616,CALYPSO,appearance_age,2
chapman_1616,CALYPSO,moral_evaluation,2
chapman_1616,CIRCE,affect_state,2
chapman_1616,CIRCE,agency_capacity,3
chapman_1616,CIRCE,appearance_age,10
chapman_1616,CIRCE,behavior_disposition,2
chapman_1616,CIRCE,cognitive_evaluation,3
chapman_1616,CIRCE,color_hue,2
chapman_1616,CIRCE,color_material,4
chapman_1616,CIRCE,luminosity,2
chapman_1616,CIRCE,moral_evaluation,8
chapman_1616,CIRCE,scale_intensity,17
chapman_1616,CIRCE,social_status,3
chapman_1616,CLYTEMNESTRA,moral_evaluation,2
chapman_1616,DAWN,moral_evaluation,3
chapman_1616,DEATH,affect_state,8
chapman_1616,DEATH,appearance_age,2
chapman_1616,DEATH,color_hue,3
chapman_1616,DEATH,moral_evaluation,11
chapman_1616,DEATH,scale_intensity,11
chapman_1616,DEMODOCUS,moral_evaluation,5
chapman_1616,DEMODOCUS,scale_intensity,2
chapman_1616,EARTH,affect_state,3
chapman_1616,EARTH,agency_capacity,2
chapman_1616,EARTH,appearance_age,3
chapman_1616,EARTH,color_hue,4
chapman_1616,EARTH,moral_evaluation,8
chapman_1616,EARTH,scale_intensity,8
chapman_1616,EURYCLEIA,appearance_age,9
chapman_1616,EURYCLEIA,scale_intensity,2
chapman_1616,EURYMACHUS,scale_intensity,7
chapman_1616,FATE,affect_state,3
chapman_1616,FATE,color_hue,4
chapman_1616,FATE,moral_evaluation,5
chapman_1616,FIRE,appearance_age,4
chapman_1616,FIRE,cognitive_evaluation,2
chapman_1616,FIRE,color_hue,5
chapman_1616,FIRE,color_material,4
chapman_1616,FIRE,luminosity,2
chapman_1616,FIRE,moral_evaluation,9
chapman_1616,FIRE,scale_intensity,3
chapman_1616,FIRE,social_status,2
chapman_1616,GENERIC_CAVE,scale_intensity,2
chapman_1616,GENERIC_CITY,appearance_age,2
chapman_1616,GENERIC_CITY,scale_intensity,7
chapman_1616,GENERIC_DAUGHTER,appearance_age,2
chapman_1616,GENERIC_DAUGHTER,scale_intensity,4
chapman_1616,GENERIC_FATHER,affect_state,2
chapman_1616,GENERIC_FATHER,appearance_age,6
chapman_1616,GENERIC_FATHER,color_material,2
chapman_1616,GENERIC_FATHER,moral_evaluation,8
chapman_1616,GENERIC_FATHER,scale_intensity,9
chapman_1616,GENERIC_FATHER,social_status,6
chapman_1616,GENERIC_FRIEND,agency_capacity,4
chapman_1616,GENERIC_FRIEND,appearance_age,2
chapman_1616,GENERIC_FRIEND,moral_evaluation,2
chapman_1616,GENERIC_GOD,appearance_age,3
chapman_1616,GENERIC_GOD,moral_evaluation,6
chapman_1616,GENERIC_GOD,scale_intensity,2
chapman_1616,GENERIC_GODDESS,appearance_age,2
chapman_1616,GENERIC_GODDESS,color_complex,2
chapman_1616,GENERIC_GUEST,appearance_age,8
chapman_1616,GENERIC_GUEST,moral_evaluation,6
chapman_1616,GENERIC_GUEST,scale_intensity,3
chapman_1616,GENERIC_HERO,appearance_age,6
chapman_1616,GENERIC_HERO,scale_intensity,3
chapman_1616,GENERIC_HERO,social_status,2
chapman_1616,GENERIC_HOST,moral_evaluation,3
chapman_1616,GENERIC_KING,appearance_age,5
chapman_1616,GENERIC_KING,color_hue,2
chapman_1616,GENERIC_KING,moral_evaluation,6
chapman_1616,GENERIC_KING,scale_intensity,8
chapman_1616,GENERIC_MAN,affect_state,7
chapman_1616,GENERIC_MAN,agency_capacity,4
chapman_1616,GENERIC_MAN,appearance_age,25
chapman_1616,GENERIC_MAN,behavior_disposition,2
chapman_1616,GENERIC_MAN,cognitive_evaluation,8
chapman_1616,GENERIC_MAN,moral_evaluation,16
chapman_1616,GENERIC_MAN,scale_intensity,7
chapman_1616,GENERIC_MAN,social_status,2
chapman_1616,GENERIC_MOTHER,appearance_age,2
chapman_1616,GENERIC_MOTHER,color_material,2
chapman_1616,GENERIC_MOTHER,moral_evaluation,2
chapman_1616,GENERIC_MOTHER,scale_intensity,2
chapman_1616,GENERIC_QUEEN,cognitive_evaluation,2
chapman_1616,GENERIC_QUEEN,scale_intensity,2
chapman_1616,GENERIC_SHORE,moral_evaluation,2
chapman_1616,GENERIC_SHORE,scale_intensity,4
chapman_1616,GENERIC_SON,affect_state,3
chapman_1616,GENERIC_SON,agency_capacity,4
chapman_1616,GENERIC_SON,appearance_age,8
chapman_1616,GENERIC_SON,behavior_disposition,3
chapman_1616,GENERIC_SON,moral_evaluation,10
chapman_1616,GENERIC_SON,scale_intensity,10
chapman_1616,GENERIC_SON,social_status,4
chapman_1616,GENERIC_STRANGER,moral_evaluation,2
chapman_1616,GENERIC_WIFE,cognitive_evaluation,3
chapman_1616,GENERIC_WIFE,moral_evaluation,2
chapman_1616,GENERIC_WIFE,scale_intensity,3
chapman_1616,GENERIC_WOMAN,moral_evaluation,2
chapman_1616,GODS,appearance_age,4
chapman_1616,GODS,moral_evaluation,11
chapman_1616,GODS,scale_intensity,12
chapman_1616,GODS,social_status,2
chapman_1616,HELEN,appearance_age,4
chapman_1616,HELEN,color_material,3
chapman_1616,HELEN,moral_evaluation,4
chapman_1616,HELEN,scale_intensity,2
chapman_1616,HERA,color_material,4
chapman_1616,HERMES,color_material,3
chapman_1616,HERMES,moral_evaluation,5
chapman_1616,HOME,appearance_age,3
chapman_1616,HOME,moral_evaluation,6
chapman_1616,HOME,scale_intensity,7
chapman_1616,HOME,social_status,2
chapman_1616,ITHACA,appearance_age,2
chapman_1616,ITHACA,scale_intensity,2
chapman_1616,JOURNEY,affect_state,2
chapman_1616,JOURNEY,moral_evaluation,5
chapman_1616,JOURNEY,scale_intensity,3
chapman_1616,LAERTES,appearance_age,21
chapman_1616,LAERTES,behavior_disposition,2
chapman_1616,LAERTES,moral_evaluation,8
chapman_1616,LAERTES,scale_intensity,8
chapman_1616,MENELAUS,appearance_age,2
chapman_1616,MENELAUS,color_hue,2
chapman_1616,MENELAUS,color_material,3
chapman_1616,MENELAUS,moral_evaluation,2
chapman_1616,MIND,affect_state,12
chapman_1616,MIND,agency_capacity,2
chapman_1616,MIND,appearance_age,7
chapman_1616,MIND,behavior_disposition,2
chapman_1616,MIND,cognitive_evaluation,8
chapman_1616,MIND,color_hue,2
chapman_1616,MIND,moral_evaluation,21
chapman_1616,MIND,scale_intensity,27
chapman_1616,MIND,social_status,2
chapman_1616,MORTALS,affect_state,3
chapman_1616,MORTALS,agency_capacity,6
chapman_1616,MORTALS,appearance_age,15
chapman_1616,MORTALS,behavior_disposition,3
chapman_1616,MORTALS,cognitive_evaluation,6
chapman_1616,MORTALS,color_material,2
chapman_1616,MORTALS,moral_evaluation,25
chapman_1616,MORTALS,scale_intensity,18
chapman_1616,MORTALS,social_status,2
chapman_1616,NAUSICAA,appearance_age,3
chapman_1616,NAUSICAA,color_hue,2
chapman_1616,NAUSICAA,luminosity,3
chapman_1616,NESTOR,agency_capacity,3
chapman_1616,NESTOR,appearance_age,10
chapman_1616,NESTOR,cognitive_evaluation,2
chapman_1616,NESTOR,color_material,3
chapman_1616,NESTOR,moral_evaluation,5
chapman_1616,NESTOR,scale_intensity,4
chapman_1616,NIGHT,affect_state,2
chapman_1616,NIGHT,color_hue,3
chapman_1616,NIGHT,moral_evaluation,3
chapman_1616,NIGHT,scale_intensity,5
chapman_1616,ODYSSEUS,affect_state,25
chapman_1616,ODYSSEUS,agency_capacity,13
chapman_1616,ODYSSEUS,appearance_age,38
chapman_1616,ODYSSEUS,behavior_disposition,9
chapman_1616,ODYSSEUS,cognitive_evaluation,21
chapman_1616,ODYSSEUS,color_complex,3
chapman_1616,ODYSSEUS,color_hue,14
chapman_1616,ODYSSEUS,color_material,9
chapman_1616,ODYSSEUS,luminosity,3
chapman_1616,ODYSSEUS,moral_evaluation,86
chapman_1616,ODYSSEUS,scale_intensity,70
chapman_1616,ODYSSEUS,social_status,15
chapman_1616,ORESTES,moral_evaluation,4
chapman_1616,ORESTES,scale_intensity,2
chapman_1616,PALACE,appearance_age,7
chapman_1616,PALACE,cognitive_evaluation,3
chapman_1616,PALACE,color_hue,6
chapman_1616,PALACE,color_material,3
chapman_1616,PALACE,luminosity,2
chapman_1616,PALACE,moral_evaluation,6
chapman_1616,PALACE,scale_intensity,13
chapman_1616,PALACE,social_status,4
chapman_1616,PENELOPE,appearance_age,2
chapman_1616,PENELOPE,cognitive_evaluation,10
chapman_1616,PENELOPE,moral_evaluation,6
chapman_1616,PENELOPE,scale_intensity,4
chapman_1616,PENELOPE,social_status,2
chapman_1616,PHAEACIANS,moral_evaluation,2
chapman_1616,POSEIDON,affect_state,3
chapman_1616,POSEIDON,agency_capacity,2
chapman_1616,POSEIDON,appearance_age,5
chapman_1616,POSEIDON,behavior_disposition,3
chapman_1616,POSEIDON,color_material,4
chapman_1616,POSEIDON,moral_evaluation,9
chapman_1616,POSEIDON,scale_intensity,12
chapman_1616,SEA,affect_state,4
chapman_1616,SEA,agency_capacity,3
chapman_1616,SEA,appearance_age,17
chapman_1616,SEA,color_hue,16
chapman_1616,SEA,color_material,2
chapman_1616,SEA,luminosity,2
chapman_1616,SEA,moral_evaluation,7
chapman_1616,SEA,scale_intensity,42
chapman_1616,SEA,social_status,3
chapman_1616,SHIP,agency_capacity,2
chapman_1616,SHIP,appearance_age,9
chapman_1616,SHIP,color_hue,4
chapman_1616,SHIP,color_material,2
chapman_1616,SHIP,moral_evaluation,3
chapman_1616,SHIP,scale_intensity,6
chapman_1616,SHIP,social_status,3
chapman_1616,SKY,color_hue,2
chapman_1616,SORROW,moral_evaluation,4
chapman_1616,SORROW,scale_intensity,4
chapman_1616,SPEAR,agency_capacity,2
chapman_1616,SPEAR,appearance_age,4
chapman_1616,SPEAR,cognitive_evaluation,2
chapman_1616,SPEAR,scale_intensity,5
chapman_1616,SPEECH,affect_state,4
chapman_1616,SPEECH,appearance_age,8
chapman_1616,SPEECH,cognitive_evaluation,5
chapman_1616,SPEECH,moral_evaluation,17
chapman_1616,SPEECH,scale_intensity,2
chapman_1616,STORM,behavior_disposition,3
chapman_1616,STORM,color_hue,3
chapman_1616,STORM,scale_intensity,4
chapman_1616,STORM,social_status,4
chapman_1616,SUITORS,agency_capacity,2
chapman_1616,SUITORS,behavior_disposition,6
chapman_1616,SUITORS,cognitive_evaluation,2
chapman_1616,SUITORS,moral_evaluation,10
chapman_1616,SUITORS,scale_intensity,8
chapman_1616,SUN,affect_state,2
chapman_1616,SUN,color_hue,4
chapman_1616,SUN,luminosity,2
chapman_1616,SUN,moral_evaluation,3
chapman_1616,SUN,scale_intensity,3
chapman_1616,SWORD,appearance_age,2
chapman_1616,SWORD,social_status,2
chapman_1616,TEIRESIAS,cognitive_evaluation,4
chapman_1616,TEIRESIAS,color_hue,3
chapman_1616,TEIRESIAS,color_material,2
chapman_1616,TEIRESIAS,moral_evaluation,6
chapman_1616,TEIRESIAS,scale_intensity,8
chapman_1616,TELEMACHUS,affect_state,4
chapman_1616,TELEMACHUS,agency_capacity,3
chapman_1616,TELEMACHUS,appearance_age,10
chapman_1616,TELEMACHUS,behavior_disposition,3
chapman_1616,TELEMACHUS,cognitive_evaluation,3
chapman_1616,TELEMACHUS,moral_evaluation,14
chapman_1616,TELEMACHUS,scale_intensity,12
chapman_1616,TELEMACHUS,social_status,2
chapman_1616,TROY,scale_intensity,5
chapman_1616,WAR,appearance_age,2
chapman_1616,WAR,behavior_disposition,2
chapman_1616,WINE,agency_capacity,2
chapman_1616,WINE,behavior_disposition,2
chapman_1616,WINE,color_hue,8
chapman_1616,WINE,color_material,2
chapman_1616,WINE,moral_evaluation,6
chapman_1616,WINE,scale_intensity,4
chapman_1616,ZEUS,affect_state,18
chapman_1616,ZEUS,agency_capacity,4
chapman_1616,ZEUS,appearance_age,22
chapman_1616,ZEUS,behavior_disposition,10
chapman_1616,ZEUS,cognitive_evaluation,8
chapman_1616,ZEUS,color_hue,11
chapman_1616,ZEUS,color_material,8
chapman_1616,ZEUS,moral_evaluation,33
chapman_1616,ZEUS,scale_intensity,52
chapman_1616,ZEUS,social_status,14
cowper_1791,ACHILLES,agency_capacity,2
cowper_1791,AGAMEMNON,behavior_disposition,2
cowper_1791,AGAMEMNON,scale_intensity,2
cowper_1791,ANGER,moral_evaluation,4
cowper_1791,ARETE,moral_evaluation,4
cowper_1791,ARETE,scale_intensity,3
cowper_1791,ATHENA,affect_state,3
cowper_1791,ATHENA,agency_capacity,4
cowper_1791,ATHENA,appearance_age,11
cowper_1791,ATHENA,behavior_disposition,5
cowper_1791,ATHENA,cognitive_evaluation,4
cowper_1791,ATHENA,color_complex,3
cowper_1791,ATHENA,color_hue,4
cowper_1791,ATHENA,color_material,5
cowper_1791,ATHENA,luminosity,4
cowper_1791,ATHENA,moral_evaluation,23
cowper_1791,ATHENA,scale_intensity,14
cowper_1791,ATHENA,social_status,2
cowper_1791,BLOOD,color_hue,4
cowper_1791,BOW,appearance_age,2
cowper_1791,BOW,behavior_disposition,3
cowper_1791,BOW,color_material,3
cowper_1791,BOW,luminosity,3
cowper_1791,BOW,moral_evaluation,2
cowper_1791,BOW,scale_intensity,6
cowper_1791,CALYPSO,appearance_age,2
cowper_1791,CALYPSO,color_material,2
cowper_1791,CALYPSO,moral_evaluation,5
cowper_1791,CIRCE,affect_state,3
cowper_1791,CIRCE,behavior_disposition,2
cowper_1791,CIRCE,color_hue,2
cowper_1791,CIRCE,luminosity,4
cowper_1791,CIRCE,moral_evaluation,13
cowper_1791,CIRCE,scale_intensity,8
cowper_1791,CIRCE,social_status,2
cowper_1791,CLYTEMNESTRA,moral_evaluation,2
cowper_1791,CYCLOPES,color_hue,2
cowper_1791,DAWN,affect_state,2
cowper_1791,DAWN,color_complex,10
cowper_1791,DAWN,color_material,6
cowper_1791,DAWN,moral_evaluation,6
cowper_1791,DAWN,scale_intensity,2
cowper_1791,DEATH,affect_state,5
cowper_1791,DEATH,appearance_age,3
cowper_1791,DEATH,moral_evaluation,4
cowper_1791,DEMODOCUS,moral_evaluation,5
cowper_1791,DEMODOCUS,scale_intensity,3
cowper_1791,EARTH,affect_state,2
cowper_1791,EARTH,agency_capacity,2
cowper_1791,EARTH,color_hue,2
cowper_1791,EARTH,moral_evaluation,5
cowper_1791,EARTH,scale_intensity,11
cowper_1791,EURYCLEIA,appearance_age,3
cowper_1791,EURYCLEIA,cognitive_evaluation,2
cowper_1791,EURYCLEIA,moral_evaluation,5
cowper_1791,EURYMACHUS,appearance_age,2
cowper_1791,EURYMACHUS,cognitive_evaluation,2
cowper_1791,EURYMACHUS,moral_evaluation,4
cowper_1791,EURYMACHUS,scale_intensity,6
cowper_1791,FATE,affect_state,6
cowper_1791,FATE,appearance_age,3
cowper_1791,FATE,behavior_disposition,2
cowper_1791,FATE,scale_intensity,2
cowper_1791,FIRE,affect_state,2
cowper_1791,FIRE,moral_evaluation,2
cowper_1791,GENERIC_CAVE,scale_intensity,2
cowper_1791,GENERIC_CITY,agency_capacity,2
cowper_1791,GENERIC_CITY,luminosity,2
cowper_1791,GENERIC_CITY,scale_intensity,4
cowper_1791,GENERIC_DAUGHTER,agency_capacity,3
cowper_1791,GENERIC_DAUGHTER,appearance_age,6
cowper_1791,GENERIC_DAUGHTER,cognitive_evaluation,5
cowper_1791,GENERIC_DAUGHTER,color_complex,6
cowper_1791,GENERIC_DAUGHTER,scale_intensity,3
cowper_1791,GENERIC_FATHER,affect_state,3
cowper_1791,GENERIC_FATHER,agency_capacity,3
cowper_1791,GENERIC_FATHER,appearance_age,3
cowper_1791,GENERIC_FATHER,moral_evaluation,6
cowper_1791,GENERIC_FATHER,scale_intensity,3
cowper_1791,GENERIC_FATHER,social_status,2
cowper_1791,GENERIC_FRIEND,agency_capacity,2
cowper_1791,GENERIC_FRIEND,appearance_age,8
cowper_1791,GENERIC_FRIEND,moral_evaluation,6
cowper_1791,GENERIC_GOD,moral_evaluation,2
cowper_1791,GENERIC_GODDESS,appearance_age,3
cowper_1791,GENERIC_GODDESS,color_hue,3
cowper_1791,GENERIC_GODDESS,moral_evaluation,2
cowper_1791,GENERIC_GUEST,affect_state,2
cowper_1791,GENERIC_GUEST,appearance_age,3
cowper_1791,GENERIC_GUEST,moral_evaluation,6
cowper_1791,GENERIC_HERO,affect_state,2
cowper_1791,GENERIC_HERO,agency_capacity,2
cowper_1791,GENERIC_HERO,appearance_age,2
cowper_1791,GENERIC_HERO,color_material,2
cowper_1791,GENERIC_HERO,moral_evaluation,2
cowper_1791,GENERIC_HOST,moral_evaluation,3
cowper_1791,GENERIC_KING,appearance_age,5
cowper_1791,GENERIC_KING,moral_evaluation,6
cowper_1791,GENERIC_KING,scale_intensity,4
cowper_1791,GENERIC_MAN,agency_capacity,3
cowper_1791,GENERIC_MAN,appearance_age,8
cowper_1791,GENERIC_MAN,cognitive_evaluation,2
cowper_1791,GENERIC_MAN,moral_evaluation,13
cowper_1791,GENERIC_MAN,scale_intensity,2
cowper_1791,GENERIC_MOTHER,moral_evaluation,2
cowper_1791,GENERIC_MOTHER,social_status,3
cowper_1791,GENERIC_MOUNTAIN,scale_intensity,2
cowper_1791,GENERIC_NYMPH,appearance_age,2
cowper_1791,GENERIC_QUEEN,cognitive_evaluation,4
cowper_1791,GENERIC_QUEEN,moral_evaluation,2
cowper_1791,GENERIC_QUEEN,scale_intensity,4
cowper_1791,GENERIC_SHORE,appearance_age,2
cowper_1791,GENERIC_SHORE,scale_intensity,3
cowper_1791,GENERIC_SON,affect_state,2
cowper_1791,GENERIC_SON,agency_capacity,3
cowper_1791,GENERIC_SON,appearance_age,2
cowper_1791,GENERIC_SON,cognitive_evaluation,3
cowper_1791,GENERIC_SON,luminosity,3
cowper_1791,GENERIC_SON,moral_evaluation,22
cowper_1791,GENERIC_SON,scale_intensity,6
cowper_1791,GENERIC_SON,social_status,2
cowper_1791,GENERIC_STRANGER,moral_evaluation,2
cowper_1791,GENERIC_STRANGER,social_status,2
cowper_1791,GENERIC_WIFE,appearance_age,2
cowper_1791,GENERIC_WIFE,moral_evaluation,3
cowper_1791,GENERIC_WOMAN,appearance_age,2
cowper_1791,GODS,agency_capacity,4
cowper_1791,GODS,appearance_age,4
cowper_1791,GODS,cognitive_evaluation,3
cowper_1791,GODS,moral_evaluation,4
cowper_1791,HELEN,appearance_age,3
cowper_1791,HELEN,color_material,2
cowper_1791,HELEN,luminosity,2
cowper_1791,HELEN,scale_intensity,2
cowper_1791,HERA,scale_intensity,3
cowper_1791,HERMES,moral_evaluation,2
cowper_1791,HOME,affect_state,6
cowper_1791,HOME,appearance_age,5
cowper_1791,HOME,color_material,3
cowper_1791,HOME,moral_evaluation,5
cowper_1791,HOME,scale_intensity,11
cowper_1791,ITHACA,appearance_age,2
cowper_1791,ITHACA,moral_evaluation,3
cowper_1791,ITHACA,scale_intensity,2
cowper_1791,JOURNEY,affect_state,9
cowper_1791,JOURNEY,agency_capacity,2
cowper_1791,JOURNEY,appearance_age,2
cowper_1791,JOURNEY,behavior_disposition,4
cowper_1791,JOURNEY,cognitive_evaluation,12
cowper_1791,JOURNEY,color_hue,2
cowper_1791,JOURNEY,moral_evaluation,6
cowper_1791,JOURNEY,scale_intensity,9
cowper_1791,LAERTES,affect_state,4
cowper_1791,LAERTES,appearance_age,11
cowper_1791,LAERTES,color_material,2
cowper_1791,LAERTES,moral_evaluation,2
cowper_1791,LAERTES,scale_intensity,3
cowper_1791,MELANTHIUS,scale_intensity,2
cowper_1791,MENELAUS,agency_capacity,2
cowper_1791,MENELAUS,behavior_disposition,4
cowper_1791,MENELAUS,cognitive_evaluation,2
cowper_1791,MENELAUS,color_material,6
cowper_1791,MENELAUS,luminosity,2
cowper_1791,MENELAUS,moral_evaluation,6
cowper_1791,MENELAUS,scale_intensity,3
cowper_1791,MIND,affect_state,2
cowper_1791,MIND,agency_capacity,8
cowper_1791,MIND,appearance_age,2
cowper_1791,MIND,moral_evaluation,13
cowper_1791,MIND,scale_intensity,7
cowper_1791,MORTALS,moral_evaluation,2
cowper_1791,NAUSICAA,appearance_age,5
cowper_1791,NESTOR,appearance_age,4
cowper_1791,NESTOR,behavior_disposition,2
cowper_1791,NESTOR,cognitive_evaluation,3
cowper_1791,NESTOR,color_material,3
cowper_1791,NESTOR,luminosity,2
cowper_1791,NESTOR,moral_evaluation,6
cowper_1791,NESTOR,scale_intensity,5
cowper_1791,NESTOR,social_status,3
cowper_1791,NIGHT,affect_state,3
cowper_1791,NIGHT,behavior_disposition,2
cowper_1791,NIGHT,color_hue,5
cowper_1791,NIGHT,moral_evaluation,2
cowper_1791,NIGHT,scale_intensity,5
cowper_1791,ODYSSEUS,affect_state,29
cowper_1791,ODYSSEUS,agency_capacity,23
cowper_1791,ODYSSEUS,appearance_age,20
cowper_1791,ODYSSEUS,behavior_disposition,9
cowper_1791,ODYSSEUS,cognitive_evaluation,52
cowper_1791,ODYSSEUS,color_complex,2
cowper_1791,ODYSSEUS,color_hue,14
cowper_1791,ODYSSEUS,color_material,15
cowper_1791,ODYSSEUS,luminosity,19
cowper_1791,ODYSSEUS,moral_evaluation,59
cowper_1791,ODYSSEUS,scale_intensity,58
cowper_1791,ODYSSEUS,social_status,5
cowper_1791,ORESTES,moral_evaluation,2
cowper_1791,PALACE,appearance_age,7
cowper_1791,PALACE,color_hue,2
cowper_1791,PALACE,color_material,2
cowper_1791,PALACE,luminosity,5
cowper_1791,PALACE,moral_evaluation,8
cowper_1791,PALACE,scale_intensity,6
cowper_1791,PALACE,social_status,5
cowper_1791,PENELOPE,affect_state,2
cowper_1791,PENELOPE,appearance_age,8
cowper_1791,PENELOPE,cognitive_evaluation,9
cowper_1791,PENELOPE,color_hue,2
cowper_1791,PENELOPE,color_material,2
cowper_1791,PENELOPE,luminosity,2
cowper_1791,PENELOPE,moral_evaluation,7
cowper_1791,PENELOPE,scale_intensity,5
cowper_1791,PHAEACIANS,scale_intensity,2
cowper_1791,POSEIDON,affect_state,4
cowper_1791,POSEIDON,color_hue,4
cowper_1791,POSEIDON,luminosity,2
cowper_1791,POSEIDON,moral_evaluation,2
cowper_1791,POSEIDON,scale_intensity,6
cowper_1791,SEA,affect_state,4
cowper_1791,SEA,appearance_age,7
cowper_1791,SEA,color_hue,15
cowper_1791,SEA,color_material,4
cowper_1791,SEA,luminosity,3
cowper_1791,SEA,moral_evaluation,5
cowper_1791,SEA,scale_intensity,152
cowper_1791,SHIP,affect_state,2
cowper_1791,SHIP,moral_evaluation,4
cowper_1791,SHIP,scale_intensity,6
cowper_1791,SORROW,affect_state,2
cowper_1791,SORROW,scale_intensity,7
cowper_1791,SORROW,social_status,2
cowper_1791,SPEAR,agency_capacity,2
cowper_1791,SPEAR,color_material,7
cowper_1791,SPEAR,luminosity,7
cowper_1791,SPEAR,scale_intensity,2
cowper_1791,SPEECH,cognitive_evaluation,4
cowper_1791,SPEECH,color_material,2
cowper_1791,SPEECH,moral_evaluation,14
cowper_1791,SPEECH,scale_intensity,5
cowper_1791,STORM,appearance_age,2
cowper_1791,STORM,behavior_disposition,3
cowper_1791,STORM,color_hue,2
cowper_1791,SUITORS,appearance_age,2
cowper_1791,SUITORS,behavior_disposition,3
cowper_1791,SUITORS,cognitive_evaluation,2
cowper_1791,SUITORS,moral_evaluation,11
cowper_1791,SUITORS,scale_intensity,4
cowper_1791,SUITORS,social_status,3
cowper_1791,SUN,affect_state,2
cowper_1791,SUN,luminosity,9
cowper_1791,SUN,scale_intensity,2
cowper_1791,SWORD,color_material,2
cowper_1791,TEIRESIAS,color_hue,2
cowper_1791,TELEMACHUS,affect_state,5
cowper_1791,TELEMACHUS,agency_capacity,6
cowper_1791,TELEMACHUS,appearance_age,12
cowper_1791,TELEMACHUS,cognitive_evaluation,13
cowper_1791,TELEMACHUS,color_hue,4
cowper_1791,TELEMACHUS,color_material,2
cowper_1791,TELEMACHUS,luminosity,4
cowper_1791,TELEMACHUS,moral_evaluation,24
cowper_1791,TELEMACHUS,scale_intensity,17
cowper_1791,TELEMACHUS,social_status,4
cowper_1791,TROY,scale_intensity,2
cowper_1791,WAR,behavior_disposition,2
cowper_1791,WAR,luminosity,2
cowper_1791,WAR,scale_intensity,3
cowper_1791,WINE,color_complex,2
cowper_1791,WINE,color_hue,8
cowper_1791,WINE,color_material,2
cowper_1791,WINE,scale_intensity,4
cowper_1791,ZEUS,affect_state,5
cowper_1791,ZEUS,agency_capacity,7
cowper_1791,ZEUS,appearance_age,8
cowper_1791,ZEUS,behavior_disposition,7
cowper_1791,ZEUS,cognitive_evaluation,5
cowper_1791,ZEUS,color_hue,3
cowper_1791,ZEUS,color_material,15
cowper_1791,ZEUS,luminosity,6
cowper_1791,ZEUS,moral_evaluation,22
cowper_1791,ZEUS,scale_intensity,30
murray_1919,ACHAEANS,cognitive_evaluation,5
murray_1919,ACHAEANS,color_material,2
murray_1919,ACHAEANS,moral_evaluation,3
murray_1919,ACHAEANS,scale_intensity,7
murray_1919,ACHILLES,color_hue,2
murray_1919,ACHILLES,moral_evaluation,3
murray_1919,ACHILLES,scale_intensity,3
murray_1919,AEGISTHUS,cognitive_evaluation,4
murray_1919,AEGISTHUS,color_material,2
murray_1919,AGAMEMNON,color_material,2
murray_1919,AGAMEMNON,moral_evaluation,3
murray_1919,AGAMEMNON,scale_intensity,4
murray_1919,ALCINOUS,agency_capacity,2
murray_1919,ALCINOUS,cognitive_evaluation,3
murray_1919,ALCINOUS,color_material,2
murray_1919,ALCINOUS,moral_evaluation,4
murray_1919,ALCINOUS,scale_intensity,8
murray_1919,AMPHINOMUS,moral_evaluation,2
murray_1919,ANGER,affect_state,2
murray_1919,ANGER,behavior_disposition,2
murray_1919,ANGER,moral_evaluation,2
murray_1919,ANTINOUS,affect_state,4
murray_1919,ANTINOUS,agency_capacity,2
murray_1919,ANTINOUS,appearance_age,6
murray_1919,ANTINOUS,cognitive_evaluation,3
murray_1919,ANTINOUS,color_hue,4
murray_1919,ANTINOUS,color_material,4
murray_1919,ANTINOUS,moral_evaluation,6
murray_1919,ANTINOUS,scale_intensity,2
murray_1919,ARETE,agency_capacity,2
murray_1919,ARETE,appearance_age,3
murray_1919,ARETE,color_hue,3
murray_1919,ARETE,scale_intensity,2
murray_1919,ATHENA,agency_capacity,4
murray_1919,ATHENA,appearance_age,19
murray_1919,ATHENA,cognitive_evaluation,2
murray_1919,ATHENA,color_hue,4
murray_1919,ATHENA,color_material,16
murray_1919,ATHENA,luminosity,4
murray_1919,ATHENA,moral_evaluation,8
murray_1919,ATHENA,scale_intensity,12
murray_1919,ATHENA,social_status,3
murray_1919,BLOOD,color_hue,11
murray_1919,BLOOD,moral_evaluation,2
murray_1919,BOW,appearance_age,2
murray_1919,BOW,color_hue,3
murray_1919,BOW,color_material,4
murray_1919,BOW,scale_intensity,9
murray_1919,CALYPSO,appearance_age,6
murray_1919,CIRCE,affect_state,3
murray_1919,CIRCE,appearance_age,6
murray_1919,CIRCE,cognitive_evaluation,3
murray_1919,CIRCE,color_hue,2
murray_1919,CIRCE,color_material,4
murray_1919,CIRCE,luminosity,3
murray_1919,CIRCE,moral_evaluation,5
murray_1919,CIRCE,scale_intensity,11
murray_1919,CIRCE,social_status,3
murray_1919,CYCLOPES,color_hue,2
